CountryID,CountryName,Region,IncomeLevel,ECIID,Year,FDINet,FDIInflowstoGDP,FDIInflows,FDIOutflowsPercent,FDIOutflows,GDP,GDPgrowth,GrossNationalSpending,InflationConsumerPrices,InflationRate,InflationPercent,GoodsNetTrade,GoodsandServicesNetTrade,TradePercent,ServicesTradedPercent,GovernmentSpendingToGDP,GovernmentSpendingAnnualGrowth,GovernmentSpending,GovernmentEducationSpendingToGDP,GovernmentEducationSpendingToTotalSpending,GovernmentMilitarySpendingToGDP,GovernmentMilitarySpendingToTotalSpending,GovernmentMilitarySpending,ElectricityAccess,AgriculturalCarbonDioxide,TransportCarbonDioxide,WasteCarbonDioxide,ForestArea,RenewableEnergyConsumption,TotalGreenhouseGas,LongTermExternalDebt,TotalPSD,LongTermPSD,ShortTermPSD,InterestPaymentsPercent,ExternalDebt,TotalDebt,FemaleLifeExpectancy,MaleLifeExpectancy,TotalLifeExpectancy,AdultLiteracyRate,YouthLiteracyRate,BasicDrinkingWater,SafelyManagedDrinkingWater,BasicHandwashing,PovertyRatio,NationalPovertyRatio,SocialPovertyRatio,UnemploymentwithAdvancedEducation,UnemploymentwithBasicEducation,UnemploymentWithintermediateEducation,TotalUnemployment,YouthUnemployment,ExchangeRate
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,ECI-KGZ-2021,2021,-560722500,2.445692768,226205400,-3.616739707,-334517100,9249133946.0,5.507007627,11899029052,11.90503982,15.99279792,15.99279792,-2418071962,-2636032232,100.2613769,13.63997974,16.63294179,0.451221566,15384365.14,6.172351363,19.71117411,2.842738785,8.854271197,262719.8758,99.7,0.1282,1.6261,,6.953180396,27.6,3.122142846,7824691257,,,,2.98,,6.85,76.1,67.9,71.9,,,90.75355704,76.4097769,,0.7,33.3,19.5,,,,5.149,11.665,84.64082201
KHM,Cambodia,East Asia & Pacific,Lower middle income,ECI-KHM-2021,2021,-3391043981,9.468459111,3483461606,0.251201995,92417625.05,36790163687.0,3.089842841,36699784032,2.920734776,2.645734035,2.645734035,-11205294340,-12637667295,146.1798465,7.466578373,6.565786445,12.34568792,2415563566,3.11626483,15.73618317,2.321957136,8.173933399,6347255.271,82.5,,6.8498,0.0123,44.82596873,52.4,2.837282587,15260673127,,,,1.98,,6.15,72.291,66.819,69.584,71.92725372,91.83219147,77.06604334,28.46830325,81.20646675,,,,,0.491,,0.396,0.833,4098.722795
KIR,Kiribati,East Asia & Pacific,Lower middle income,ECI-KIR-2021,2021,-929993.2183,0.356459005,1031375.962,0.035039397,101382.7437,289339292.2,8.522661217,475152568.8,2.053616768,9.47162129,9.47162129,-135556187.2,-191229248,73.45015565,20.08019152,52.81198542,-6.662568623,15285824.8,14.19515991,12.99679413,,,,92.8,,0.045,,1.456790123,42.2,0.940978524,,,,,0.79,,,69.096,65.504,67.417,,,74.8564949,14.19515155,55.62993969,,,,,,,,,1.33122426
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,ECI-KNA-2021,2021,-25258696.09,2.787232689,23931799.25,-0.15453791,-1326896.836,858622222.2,0.479678357,,1.19568887,-3.325967194,-3.325967194,-225999186.3,-18062680.7,,59.6193126,,,,2.783791115,6.757699966,,,,100,,0.0382,,42.30769231,1.6,3.38515493,,,,,,,,75.341,68.346,71.682,,,,,,,,,,,,,,2.7
KOR,"Korea, Rep.",East Asia & Pacific,High income,ECI-KOR-2021,2021,43940200000,1.213154999,22060400000,3.629533363,66000600000,1818430000000.0,4.304734819,1.75379E+12,2.498333333,2.762931941,2.762931941,75730900000,70444200000,80.19945693,13.48324741,18.15986152,5.47864137,33223644932,4.866276538,,2.797473414,1.868859498,587378815.3,100,0.4563,103.2321,1.6141,64.31352459,3.6,13.72473106,,1200000000000,1010000000000,196000000000,3.3,,,86.6,80.6,83.52682927,,,99.92958764,99.21021813,,0.1,,14.2,3.627,3.78,3.574,3.639,8.125,1143.951667
KWT,Kuwait,Middle East & North Africa,High income,ECI-KWT-2021,2021,-1968628399,-0.183441066,-272335307.1,-1.509480265,-2240963706,148459000000.0,2.260806098,1.16637E+11,3.423629476,28.77708368,28.77708368,40549562115,28167224975,81.94037976,20.06850505,25.37266915,9.138994883,3766884843,7.762466975,12.27577245,6.593254566,11.98361535,924335548.2,100,0.0031,16.0383,0.0004,0.350729517,0.1,36.18561914,,,,,,,,81.463,77.192,78.673,,,100,100,,,,,,,,,,0.301643111
LAO,Lao PDR,East Asia & Pacific,Lower middle income,ECI-LAO-2021,2021,-1071913716,5.69344696,1071913716,,,18827148531.0,2.528351005,,3.755620367,3.713448367,3.713448367,1419492469,1292759326,,2.004510977,,,,1.859491825,11.56265125,,,,100,,2.4932,0.0149,71.75476603,51.5,5.204989968,18150762148,,,,11.01,,12.89,70.078,66.154,68.061,,,85.34039989,17.77669824,55.81001562,,,,,,,,,9697.915789
LBN,Lebanon,Middle East & North Africa,Lower middle income,ECI-LBN-2021,2021,-1938565216,2.592900684,599788270.8,-5.787568423,-1338776945,23131941557.0,-7.001238625,29326065929,154.756096,150.0007168,150.0007168,-8885129633,-7983310845,78.8286204,46.56626262,2.361368265,-75.98515196,54594547.13,,,3.366222464,15.23742363,171587396,100,0.0054,7.1305,,14.06940371,6.8,4.148127654,52923122335,,,,15.23,,28.65,77.251,72.847,75.047,,,92.6,47.7,,,,,,,,,,1507.5
LBR,Liberia,Sub-Saharan Africa,Low income,ECI-LBR-2021,2021,-535582905.5,15.24552687,535582905.5,2.590979717,91022400,3513049500.0,4.986712835,,7.815593859,5.354276045,5.354276045,-456551769.6,-698395251.8,,15.97069443,,,,2.111867947,7.366199972,2.126937825,2.844362296,29723,29.8,,0.7967,,78.77055648,93.2,0.839499685,1050196858,,,,,,1.83,62.072,59.411,60.747,,,75.13533668,,3.171951573,,,,,,,,,166.1537008
LBY,Libya,Middle East & North Africa,Upper middle income,ECI-LBY-2021,2021,-377600000,1.71219284,603000000,0.640013708,225400000,35217995647.0,28.33346246,28049752804,2.868330278,90.40560641,90.40560641,15339800000,6973400000,164.28407,24.22625094,34.63447157,-1.962587546,12197566689,,,,,,70.2,0.0268,16.8554,,0.123327688,3.1,12.62846391,,,,,,,,74.396,69.63,71.911,,,99.8915238,,,,,,,,,,,4.514425
LCA,St. Lucia,Latin America & Caribbean,Upper middle income,ECI-LCA-2021,2021,-126470153.8,5.832046763,108895113.1,-0.941258574,-17575040.65,1867185185.0,11.59947362,,2.410703122,11.59321211,11.59321211,-503653814.5,-181006482.6,,49.62001238,,,,,14.46758652,,,,100,,0.0953,,34.04918033,9.7,2.390181602,721654654.2,,,,,,2.53,74.717,67.838,71.111,,,96.88823302,,,,,,13.422,29.244,,20.514,46.268,2.7
LIE,Liechtenstein,Europe & Central Asia,High income,ECI-LIE-2021,2021,,,,,,7710380086.0,,,,,,,,,,,,,,,,,,100,,,,41.875,53.6,,,,,,,,,86.4,82.5,84.40243902,,,100,100,,,,,,,,,,
LKA,Sri Lanka,South Asia,Lower middle income,ECI-LKA-2021,2021,-574849254.6,0.668428487,592289969.9,0.019682709,17440715.28,88609324902.0,4.207476495,95155010231,7.014780712,8.021090174,8.021090174,-8138835246,-6552496707,41.22997541,3.795955496,9.451464843,-2.813624678,8374879192,1.565584698,5.388121649,1.712656887,8.685283752,153969483.9,100,0.183,10.1949,,34.10701584,48.8,1.831264669,47522804715,,,,34.08,,5.48,79.502,73.11,76.399,92,99,89.00221413,47.35929945,85.32978293,,,,3.865,3.145,8.749,4.981,25.884,198.7643168
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,ECI-LSO-2021,2021,12372192.46,-0.512915646,-12372192.46,,,2412130057.0,2.26671067,3543281578,6.04774592,3.123781065,3.123781065,-753153072.6,-1140233980,139.1864795,17.83981983,34.68825657,-3.358722473,836725862.8,7.574791983,14.38798714,1.538979519,2.894917764,374454.9527,50.4,,0.4475,,1.137022398,33.6,1.117334986,1632850907,,,,3.25,,3.4,55.927,50.374,53.062,,,73.62876066,27.86573298,5.540652354,,,,,,,,,14.77867821
LTU,Lithuania,Europe & Central Asia,High income,ECI-LTU-2021,2021,-1237540187,3.740642344,2507626416,1.894595742,1270086229,67037321009.0,6.380016762,64052047801,4.683544209,5.999765869,5.999765869,-3417918642,3002108491,154.8067277,38.25575408,17.49749496,1.199364819,11729851863,4.254999922,12.74449539,1.956513221,5.279755363,136764427.6,100,0.4111,6.0921,0.0019,35.18074908,33.2,8.03159339,,,,,1.43,,,78.8,69.5,74.03658537,99.83000183,99.94999695,98.02597266,94.95175037,,0.4,20.9,13.1,4.044,16.441,9.287,7.112,14.311,0.845494139
LUX,Luxembourg,Europe & Central Asia,High income,ECI-LUX-2021,2021,1.77813E+11,60.96252483,52174231870,60.96252483,52174231870,85584105994.0,7.168401987,57081039099,2.526920091,4.643892318,4.643892318,805861074.1,35293573995,393.1411982,329.077443,17.47194547,5.776464587,1495328329,3.719891176,11.31833649,0.471249236,1.997348216,43263954.59,100,,4.9882,,34.45382721,20.5,14.38621763,,,,,0.39,,,84.8,80.5,82.59756098,,,99.88300827,99.52723298,,2.7,17.3,13.4,4.019,8.952,5.79,5.571,18.684,0.845494139
LVA,Latvia,Europe & Central Asia,High income,ECI-LVA-2021,2021,-1057545381,9.778899553,3734085090,7.003132802,2674155066,38185125733.0,6.947233162,39397088008,3.275829374,3.297678423,3.297678423,-3276522623,-1218651821,136.7901708,27.6765331,21.72997618,3.582156196,8297618726,4.615469933,12.65317726,2.872338567,4.832997785,823842.5676,100,0.2113,3.1257,,54.87160534,44,6.295867848,,,,,1.33,,,78,68.2,72.9804878,99.88999939,99.81999969,98.8420438,96.8256719,,0.5,22.5,14.7,4.482,15.484,8.826,7.513,14.791,0.845494139
MAC,"Macao SAR, China",East Asia & Pacific,High income,ECI-MAC-2021,2021,-1229367566,18.31871124,5673182999,14.34908265,4443815433,30969334705.0,23.53598889,26575373129,0.026454365,-0.878982908,-0.878982908,-10300891416,4393443566,167.6887458,73.20090302,21.15389269,-0.792298389,6551219831,5.16979847,12.86691573,,,,100,,1.247,0.0009,,13.6,4.257435897,,,,,,,,87.948,82.823,85.399,97.11000061,99.79000092,100,100,,,,,,,,,,8.00553175
MAF,St. Martin (French part),Latin America & Caribbean,High income,ECI-MAF-2021,2021,,,,,,649206262.8,4.899999671,,,,,,,,,,,,,,,,,100,,,,24.8,,,,,,,,,,83.624,77.254,80.379,,,99.92633383,96.62876481,,,,,,,,,,0.845494139
MCO,Monaco,Europe & Central Asia,High income,ECI-MCO-2021,2021,,,,,,8623242743.0,22.23221559,,,1.221730136,1.221730136,,,,,,,,1.418789983,5.873691283,,,,100,,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,0.845494139
MDA,Moldova,Europe & Central Asia,Upper middle income,ECI-MDA-2021,2021,-371840000,2.820067827,386120000,0.104295474,14280000,13691869264.0,13.92999979,17412403497,5.10641129,6.381728551,6.381728551,-4190210000,-3717710000,88.47088654,20.4308115,16.76227392,2.951555973,229568631.2,5.824599632,16.33657837,0.377728511,1.922941737,52293263.18,100,0.1132,2.2322,0.0024,11.72277828,21.4,5.087277223,5772340914,4395029872,3486472340,908557532.6,2.62,,5.01,73.547,64.443,68.846,99.59999847,99.69999695,91.58024326,74.85757103,,0.2,24.5,11.2,1.222,0.487,0.809,0.794,1.8,17.68046614
MDG,Madagascar,Sub-Saharan Africa,Low income,ECI-MDG-2021,2021,-243209375.8,2.456494025,357536665.3,0.785497911,114327289.5,14554754117.0,5.739615739,15851360168,5.812251188,6.640743416,6.640743416,-969276921,-1407090214,54.45704159,11.99781186,17.21371842,0.157817115,255413287.1,3.198755329,,0.692132177,4.952727587,9918592.335,35.1,,1.417,,21.34169251,83.6,1.111899488,3810776280,,,,6.02,,1.18,66.87,62.234,64.485,74.68614197,82.38259888,52.70430719,21.49212838,23.47721334,,,,,,,,,3829.977849
MDV,Maldives,South Asia,Upper middle income,ECI-MDV-2021,2021,-642830713.6,12.23866599,642830713.6,,,5252457370.0,37.50787012,4748711326,0.543149689,2.828661842,2.828661842,-2105241812,502384649.8,142.6072968,91.21851674,18.68318762,6.531352978,981322322.9,4.613797665,1.329265594,,,,100,,1.3286,0.0036,2.733333333,1.4,5.487897023,3545317054,,,,8.84,,17.01,81.019,79.082,79.918,97.86000061,99.43000031,99.56211426,,95.8390985,,,,,,,,,15.37269841
MEX,Mexico,Latin America & Caribbean,Upper middle income,ECI-MEX-2021,2021,-35612315588,2.689247498,35405811449,-0.015685017,-206504139,1316570000000.0,6.048483443,1.3355E+12,5.689208477,4.48797277,4.48797277,-10730385023,-23128199854,83.06929762,7.388685579,11.44733554,-0.453844875,15151239755,4.249529839,15.88313735,0.661419726,2.471172842,868832593.5,100,2.7109,105.2884,0.4915,33.72736783,13,5.253133794,538000000000,678000000000,639000000000,38679488728,13.9,,6.18,74.864,66.056,70.213,,,99.54000271,42.96604199,93.57559647,,,,4.699,3.59,5.048,4.019,7.679,20.27240833
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,ECI-MHL-2021,2021,-499428.4433,0.192903995,499428.4433,,,258900000.0,1.222272522,379806000,,5.779052012,5.779052012,-12305712.6,-76008272.77,117.6223252,31.90072195,6.923977211,3.551618136,1577299,,22.87839233,,,,99.8,,,,52.22222222,12.1,0.062852032,,,,,,,,67.2,63.692,65.269,,,85.27744254,,85.09115835,,,,1.814,12.795,9.449,9.823,24.913,1
MKD,North Macedonia,Europe & Central Asia,Upper middle income,ECI-MKD-2021,2021,-453227589.7,4.97315295,696255528.1,1.735878654,243027938.5,14000283827.0,4.51067949,16217025022,3.230749121,4.285525315,4.285525315,-2751019822,-2153845041,146.7214115,25.2036929,15.83665781,0.875878194,221633814.9,,,1.471932931,4.121451447,25555663.25,100,0.0206,2.2586,0.0198,39.71015067,19.5,5.574177759,7955263492,,,,3.74,,11.52,75.5,71.1,73.24634146,,,97.84027221,80.41318215,,,,,11.736,23.061,15.661,15.801,36.332,52.10215833
MLI,Mali,Sub-Saharan Africa,Low income,ECI-MLI-2021,2021,-584069023.7,3.314147828,639944165.4,0.289366619,55875141.62,19309463508.0,3.052613569,21524719695,3.925602831,3.358973999,3.358973999,-305194207.7,-2215235072,67.20667785,15.31030872,16.24877359,5.869731,31375517.62,4.363799267,16.21821223,3.486795874,12.56876888,652883353.3,53.4,0.1744,3.267,0.0101,10.89666363,71.2,2.028967382,5343752322,,,,,,1.59,60.331,57.618,58.941,,,82.2039904,,17.16403804,51.3,44.6,38.5,,,,,,554.530675
MLT,Malta,Middle East & North Africa,High income,ECI-MLT-2021,2021,-16739380851,433.8608971,85551145633,348.9694238,68811764783,19718565605.0,13.4603052,16456060008,1.497892179,2.426411534,2.426411534,-2357137432,3809895991,220.6499332,159.0218289,18.33211952,5.861763914,36148983.5,5.364799976,12.65894127,0.486319433,1.127516677,8795567.644,100,,0.6319,0.0003,1.4375,8.6,3.82982088,,,,,2.72,,,84.3,80.8,82.50731707,94.94000244,99.44999695,99.99999912,99.79004774,,,16.7,,1.771,4.753,3.812,3.403,9.444,0.845494139
MMR,Myanmar,East Asia & Pacific,Lower middle income,ECI-MMR-2021,2021,,,,,,66345291160.0,-12.01637248,,,19.51720937,19.51720937,,,,,,,,,,4.251728538,17.61223713,264272558.6,72.5,0.99,4.9609,0.0455,43.29014663,62.9,2.23293821,11966458423,,,,,,1.35,69.001,62.546,65.672,,,82.33106172,57.32547563,74.54565074,,,,,,,,,1615.366667
MNE,Montenegro,Europe & Central Asia,Upper middle income,ECI-MNE-2021,2021,-683030089,11.83569694,693740795.7,0.182732052,10710706.74,5861427505.0,13.04346425,6996276218,2.410801984,4.72624261,4.72624261,-2261778919,-1135117796,105.0299932,44.9791706,19.7936747,0.452644532,115525261.1,,,1.555281954,3.469878433,91137653.74,99.8,,,,61.48698885,39.6,,9024043263,,,,,,14.99,77,70.8,73.82439024,98.98000336,99.05000305,98.86039399,85.09555958,,,20.3,20.8,12.89,28.826,,16.543,36.962,0.845376564
MNG,Mongolia,East Asia & Pacific,Upper middle income,ECI-MNG-2021,2021,-2060022768,14.21773194,2173385310,0.741588812,113362541.7,15286441738.0,1.636769577,15994868111,7.352812434,14.42006548,14.42006548,1369626035,-305729911.4,119.0980784,21.61589473,14.91273652,9.184113188,227962678.1,3.343896156,9.987433874,0.619557253,1.771552783,157648.855,100,,2.692,0.0009,9.09894466,3,19.88733771,32812793707,,,,6.01,,20.36,75.696,66.537,70.975,,,82.81580975,38.33051581,86.36594172,,,,7.733,5.359,9.221,7.871,16.54,2849.288615
MNP,Northern Mariana Islands,East Asia & Pacific,High income,ECI-MNP-2021,2021,,,,,,914000000.0,4.969879518,,,0.545723838,0.545723838,,,78.88402626,,,,,,,,,,100,,,,52.95652174,0.5,0.059601098,,,,,,,,,,,,,100,90.63917526,,,,,,,,,,1
MOZ,Mozambique,Sub-Saharan Africa,Low income,ECI-MOZ-2021,2021,-5101667955,32.75221385,5295396105,1.198215525,193728150.7,16168055475.0,2.377435728,21241263567,6.40847653,4.550565208,4.550565208,-2257411663,-4007644582,112.0789645,20.99191641,18.7299196,-4.861359833,328263791.3,6.497897625,18.75989494,1.958827227,6.21286475,39999693.54,31.5,,4.1683,,46.41217312,76.9,1.006736513,59860987802,,,,10.95,,44.9,62.432,56.204,59.325,,,61.48093159,,,,,,,,,,,65.465
MRT,Mauritania,Sub-Saharan Africa,Lower middle income,ECI-MRT-2021,2021,-1061518903,11.60475278,1070252545,0.094698913,8733641.664,9222536364.0,0.742715395,10015197431,3.565164847,7.464873217,7.464873217,-605657754.3,-1131838871,88.30687376,11.48876741,14.96953957,26.76215937,13857123.64,1.891973841,9.148225146,2.293994899,11.96562152,23935492.88,47.7,,2.3888,,0.298211604,22.1,3.407566917,4039411146,,,,,,4.49,66.098,62.666,64.364,66.95999908,76.48999786,76.0527122,,43.12401096,,,,,,,,,36.06333333
MUS,Mauritius,Sub-Saharan Africa,Upper middle income,ECI-MUS-2021,2021,2426797665,0.745135236,85573930,0.745135236,85573930,11484348858.0,3.403798662,12647445982,4.028528882,3.157200351,3.157200351,-2682852936,-2862549995,98.00002924,23.0286354,17.23224275,-2.187551949,19796447.92,4.671512196,11.66645622,0.171377986,0.555856833,2231427.797,99.6,0.0169,1.0321,0.0001,19.43415123,8.6,4.626741444,6965012976,9782774753,9237489406,545285346.5,6.33,,23.18,77.24,70.29,73.6802439,92.15000153,99.30000305,100,,,,,,,8.063,7.497,7.719,24.547,41.69213333
MWI,Malawi,Sub-Saharan Africa,Low income,ECI-MWI-2021,2021,-128860857,1.046176499,129497084.5,0.005139932,636227.4973,12378129751.0,4.55829212,,9.330144108,8.152968429,8.152968429,-2048402488,-2180598872,,8.535126276,,,,,,0.759131112,3.878183666,9257438.553,14.2,,0.8187,,23.33156555,71.1,0.919183062,2379370320,,,,20.32,,0.91,66.469,59.493,62.904,,,71.07282907,17.11338747,15.30217362,,,,,,,,,805.8996501
MYS,Malaysia,East Asia & Pacific,Upper middle income,ECI-MYS-2021,2021,-7460181234,5.416259849,20245157327,3.420410697,12784976093,373785000000.0,3.315349544,3.4676E+11,2.477102415,5.675938488,5.675938488,42814010893,26980425522,134.0359947,15.60404482,12.63688126,5.835826575,47234744328,4.261949332,2.46257782,0.982646998,4.39438414,367548912.3,100,1.4545,49.0111,0.075,58.02431898,7.5,8.744618485,,,,,14.25,,,77.362,72.659,74.884,,,97.10941679,93.86336693,,,6.2,19.9,4.58,4.54,4.58,4.64,11.26,4.143297598
NAM,Namibia,Sub-Saharan Africa,Upper middle income,ECI-NAM-2021,2021,-822440242.9,6.775148977,840286915.8,0.14389593,17846672.87,12402486184.0,3.603829192,14837277821,3.616905301,1.53433033,1.53433033,-1785861151,-2113554390,83.54430309,13.62955348,25.52912473,1.389971342,317183999.9,1.391448294,25.13548851,3.215484199,8.231737665,4199634.567,55.2,,1.9174,,7.977614206,30,4.320865539,,,,,11.48,,,62.985,55.721,59.269,92.25,95.55000305,85.69866327,,,,,,,,,,,14.778675
NCL,New Caledonia,East Asia & Pacific,High income,ECI-NCL-2021,2021,,0.297933058,30005880,0.297933058,30005880,10071349664.0,-2.099999998,,,4.827643129,4.827643129,,,,,,,,,,,,,100,,1.6815,,45.8380744,8.3,21.02982322,,,,,,,,83.082,75.361,79.12734146,,,99.53867299,96.86528541,,,,,,,,,,100.8802226
NER,Niger,Sub-Saharan Africa,Low income,ECI-NER-2021,2021,-555570708.5,3.98812628,594829131.8,0.263214327,39258423.35,14915002436.0,1.383596362,17442093210,3.837868028,3.118645972,3.118645972,-1610879326,-2539823428,37.01589355,9.967806882,17.33853275,5.178438199,258642481.4,3.821758273,11.95261574,1.353728197,5.594844729,2244477.229,18.6,,1.2529,,0.842567301,79.6,1.597333947,4237723290,,,,,,1.49,62.794,60.407,61.576,,,48.06025265,,24.5917837,78,45.5,53.6,,,,,,554.530675
NGA,Nigeria,Sub-Saharan Africa,Lower middle income,ECI-NGA-2021,2021,-1495300005,0.751578312,3313210000,0.412380056,1817909995,440834000000.0,3.647186541,,16.95284572,10.13103369,10.13103369,-4561503593,-16622243079,,4.548897127,,,,0.381919116,5.142258873,1.127192678,7.591828115,4466397816,59.5,1.2701,57.2135,,23.5664877,80.3,1.770013105,68663386000,,,,,,1.86,53.07,52.285,52.676,63.15554047,73.67276764,78.00019357,28.4210293,30.96015682,,,,,,,,,401.1520292
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,ECI-NIC-2021,2021,-1205575961,8.626235511,1220100000,0.102686488,14524039.34,14144060853.0,10.31609128,16047929616,4.928413969,3.542833874,3.542833874,-1900600000,-1724078858,106.6951982,13.50899973,15.39397583,9.35711527,2177332567,4.866574727,18.52223587,0.549759399,1.797251224,7791965.334,86.3,0.1377,2.4247,,27.48487618,50.4,2.972967645,12798087833,9423179581,9412102515,11077066.56,7.2,,13.89,76.803,70.836,73.837,,,,,,,,,,,,,,35.17101667
NLD,Netherlands,Europe & Central Asia,High income,ECI-NLD-2021,2021,1.72792E+11,-10.95325996,-1.15499E+11,5.433301555,57292650276,1054470000000.0,6.276830732,9.51712E+11,2.675720088,2.747343238,2.747343238,76865707527,1.02683E+11,163.1548427,44.75058436,25.15158993,5.491713692,26521654391,5.569164185,11.44226646,1.398251985,3.349494134,14395695364,100,0.1373,25.1017,,11.00198099,12.2,9.965057979,,,,,1.35,,,83,79.7,81.3097561,,,100,99.9690763,,1.6,14.5,8.8,2.812,7.407,3.937,4.209,9.324,0.845494139
NOR,Norway,Europe & Central Asia,High income,ECI-NOR-2021,2021,13829889309,2.816834529,14179043238,5.564305503,28008932546,503368000000.0,3.908686777,4.28618E+11,3.483880553,20.21347548,20.21347548,63675388356,62897253954,71.22271378,16.55388786,22.44934658,3.61633262,1132793946,6.962198677,1.266933441,1.72124214,3.621325366,843512161.6,100,0.0053,13.3268,0.0604,33.45814918,61.4,10.70679989,,,,,0.56,,,84.7,81.7,83.16341463,,,100,98.87739581,,,12.2,,2.635,10.644,3.37,4.359,12.883,8.59
NPL,Nepal,South Asia,Lower middle income,ECI-NPL-2021,2021,-196326024,0.531690907,196326024,,,36924841394.0,4.838149614,47555780287,4.149680034,6.762712163,6.762712163,-13706899561,-14473555928,43.05380479,6.397964019,8.254186967,-1.65575772,34778422.3,3.95612216,12.82229114,1.266813556,4.461973185,453263783.7,89.9,0.236,4.3764,,41.59072201,73.7,1.878883162,7925529529,,,,4.11,,0.79,70.362,66.574,68.45,71.15000153,94.18000031,91.24225081,16.07690087,63.47675353,,,,,,,,,118.1340816
NRU,Nauru,East Asia & Pacific,High income,ECI-NRU-2021,2021,4734018.295,,,,,175513984.5,7.206594666,,,18.08157646,18.08157646,-77367511.7,-86782203.08,110.560319,48.21363036,,,,6.218871117,,,,,100,,,,,1.6,0.102485268,,,,,,,,67.303,60.261,63.617,,,,,,,,,2.283,5.756,4.582,5.056,12.026,1.33122426
NZL,New Zealand,East Asia & Pacific,High income,ECI-NZL-2021,2021,-5609121605,1.789875769,4539913925,-0.421538591,-1069207681,253644000000.0,4.546247639,2.63473E+11,3.941120608,4.578162455,4.578162455,-4132748220,-8061234300,48.54964557,9.296285851,21.98327944,7.918879288,53514641392,5.548221576,14.28818351,1.164334262,2.766129955,29557174.96,100,0.9006,14.6516,0.0022,37.63065094,28.9,16.54418641,,,,,2.72,,,84,80.5,82.20731707,,,99.99999623,99.99999623,,,,,,,,3.776,10.482,1.4138
OMN,Oman,Middle East & North Africa,High income,ECI-OMN-2021,2021,-7564889467,10.01518942,8745643693,1.352156302,1180754226,87323797139.0,2.582174989,77966970091,1.682211859,12.14105028,12.14105028,16315802368,9356575509,92.02406481,13.0831485,22.14261949,5.317732258,1933524572,,,6.557983223,18.14924729,578361584.5,100,,10.405,,0.007862036,0.1,26.63262395,,,,,,,,74.716,70.984,72.541,,,92.30971939,90.71065215,97.4,,,,4.52,0.37,3.18,1.9,,0.3845
PAK,Pakistan,South Asia,Lower middle income,ECI-PAK-2021,2021,-1905000000,0.616039439,2147000000,0.069437142,242000000,348517000000.0,6.513885759,3.7963E+11,9.496210561,10.26734208,10.26734208,-36859000000,-40902106000,27.03042156,4.915445539,1.929567678,1.816885397,389136285.3,1.687461257,7.817278133,3.391711681,18.36162967,116494781.5,94.9,5.5871,55.8824,,4.779680365,41.6,2.301046684,111000000000,,,,,,3.57,68.623,63.787,66.098,,,90.48246306,49.57296604,81.80367951,,,,16.149,5.148,9.665,6.338,11.101,162.9062537
PAN,Panama,Latin America & Caribbean,High income,ECI-PAN-2021,2021,-1361403363,2.006944641,1352608288,-0.013049772,-8795075.31,67396392500.0,16.46712492,65320621100,1.630703373,1.41511726,1.41511726,-3478522919,3029753732,80.13346352,21.9423446,13.74378612,7.19962319,92627638,3.711414562,15.68488979,,,,95.3,,4.9198,,56.65170262,28,3.964877842,,,,,13.36,,,79.594,73.05,76.223,,99.25,94.60610698,,,2.4,21.8,25.2,7.483,9.8,12.935,10.293,22.366,1
PER,Peru,Latin America & Caribbean,Upper middle income,ECI-PER-2021,2021,-5173359282,3.155353351,7142277306,0.869839103,1968918024,226354000000.0,13.35522951,2.19526E+11,4.271663815,10.08310183,10.08310183,15114916867,7551802131,55.27425488,5.945111632,13.74826385,5.478275199,31119783412,3.927219254,16.79477489,1.178222296,4.954697527,265751774.6,95.6,1.2647,21.5476,0.0094,56.37307289,30.6,2.653315029,73882476349,,,,6.09,,2.49,74.746,70.121,72.377,,99.12000275,94.20889819,51.69531259,,4.1,25.9,24.8,6.62,3.342,6.372,5.097,9.521,3.880554131
PHL,Philippines,East Asia & Pacific,Lower middle income,ECI-PHL-2021,2021,-9732242739,3.040788553,11983363327,0.571223748,2251120589,394087000000.0,5.714733134,4.41301E+11,3.927180221,2.28247846,2.28247846,-52805827290,-38767003795,63.48460981,13.47447222,15.57919478,7.196138977,61395637112,3.872497559,16.6816597,1.468225413,5.172217266,554691354.6,97.5,1.2693,31.7788,0.148,24.22604554,28,2.125638202,87447089496,61465364014,61097531859,367832155.6,11.56,,2.98,71.482,67.172,69.266,,,94.46428059,47.66305817,81.73112388,4.1,18.1,26.3,4.579,2.857,6.275,3.398,8.488,49.25459773
PLW,Palau,East Asia & Pacific,High income,ECI-PLW-2021,2021,-31441000,13.33642096,31441000,,,235752906.3,-13.79388797,386176500,2.612481858,5.592868094,5.592868094,-127058000,-159372000,80.72982133,21.76685786,41.97313853,-5.893536122,989526,3.944179518,8.996121155,,,,100,,0.6937,,90.19565217,0.9,78.14766912,,,,,,,,,,,,,99.56455201,89.20143427,,,,,,,,,,1
