CountryID,Year,CountryName,Region,IncomeLevel,FDINet,FDIInflowstoGDP,FDIInflows,FDIOutflowsPercent,FDIOutflows,GDP,GDPGrowth,GrossNationalSpending,InflationConsumerPrices,InflationRate,InflationPercent,GoodsNetTrade,GoodsandServicesNetTrade,TradePercent,ServicesTradedPercent,GovernmentSpendingToGDP,GovernmentSpendingAnnualGrowth,GovernmentSpending,GovernmentEducationSpendingToGDP,GovernmentEducationSpendingToTotalSpending,GovernmentMilitarySpendingToGDP,GovernmentMilitarySpendingToTotalSpending,GovernmentMilitarySpending,ElectricityAccess,AgriculturalCarbonDioxide,TransportCarbonDioxide,WasteCarbonDioxide,ForestArea,RenewableEnergyConsumption,TotalGreenhouseGas,LongTermExternalDebt,TotalPSD,LongTermPSD,ShortTermPSD,InterestPaymentsPercent,ExternalDebt,TotalDebt,FemaleLifeExpectancy,MaleLifeExpectancy,TotalLifeExpectancy,AdultLiteracyRate,YouthLiteracyRate,BasicDrinkingWater,SafelyManagedDrinkingWater,BasicHandwashing,PovertyRatio,NationalPovertyRatio,SocialPovertyRatio,UnemploymentwithAdvancedEducation,UnemploymentwithBasicEducation,UnemploymentWithintermediateEducation,TotalUnemployment,YouthUnemployment,ExchangeRate
IDN,2022,Indonesia,East Asia & Pacific,Upper middle income,-18067207971,1.872676381,24702029705,0.502990001,6634821734,1.32E+12,5.307419348,1.19E+12,4.209463834,9.566686845,9.566686845,62672201692,42715082770,45.46589868,5.031721567,7.683285892,-4.472796182,113483382.1,0.863943338,13.93261433,0.767998661,4.378526872,1133923494,100,5.913,147.5568,0.1707,48.04199007,,4.134145583,3.39E+11,9.24E+11,5.88E+11,3.36E+11,12.48,,5.88,70.437,66.181,68.25,,,94.10719255,30.26616672,78.98522122,2.6,9.5,24.6,4.097,1.985,6.269,3.462,14.141,14849.85394
IMN,2022,Isle of Man,Europe & Central Asia,High income,,,,,,,,,,,,,,,,,,,,,,,,100,,,,6.070175439,2.7,,,,,,,,,82.732,78.833,80.762,,,99.88385161,99.70983139,,,,,,,,,,0.811301716
IND,2022,India,South Asia,Lower middle income,-35408008686,1.489211205,49940258404,0.433349562,14532249718,3.35E+12,6.987039326,3.51E+12,6.699034141,6.747513083,6.747513083,-2.67E+11,-1.35E+11,49.96531997,14.49887633,1.713562249,9.649889745,3.58826E+11,4.127284927,14.15547466,2.363926577,8.539157342,79976789328,99.2,29.9048,323.609,,24.44942974,,2.734071514,4.66E+11,,,,23.23,,1.99,69.384,66.257,67.744,76,97,93.29909578,,76.26479313,,,,14.3,3.095,8.06,4.822,17.856,78.60449058
IRL,2022,Ireland,Europe & Central Asia,High income,27133483179,-6.485206003,-35575910808,-1.538987509,-8442427628,5.49E+11,8.619503552,3.19E+11,7.829457364,6.762875657,6.762875657,2.15E+11,2.26E+11,232.1294906,140.4605949,11.68483579,4.485874383,6676523527,,,0.218652665,1.316562145,116431298.7,100,0.1771,11.2571,0.0095,11.46784729,,11.6883675,,,,,3.32,,,84.9,81.3,83.05609756,,,95.99140504,95.99140504,,,,,3.336,8.298,5.114,4.501,9.339,0.949623753
IRN,2022,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,,0.025357373,100000000,0.025357373,100000000,3.94E+11,3.776631402,3.79E+11,43.48846417,50.58524806,50.58524806,,,51.59750681,,12.73218238,-3.613419339,52196823.4,3.63673459,18.82119942,2.111552737,15.48687896,733435772.5,100,1.6511,140.3506,,6.641489492,,10.72887338,1124069185,,,,,,0.04,77.453,71.93,74.556,88.95999908,98.80999756,97.69118664,94.22125147,,0.5,,20,12.942,6.698,9.507,9.085,22.63,42000
IRQ,2022,Iraq,Middle East & North Africa,Upper middle income,2326500000,-0.728508762,-2088200000,0.083135542,238300000,2.87E+11,7.639811402,2.00E+11,4.994765964,26.99383376,26.99383376,71130000000,57917300000,68.9343589,10.91287426,15.65834798,15.71148613,4488224269,,,1.857189342,4.661396112,468313992.6,100,0.0643,37.7251,,1.900361184,,8.288891146,17938846988,,,,,,1.62,73.362,69.162,71.336,,,98.38285248,59.74263127,97.39160768,,,,,,,,,1450
ISL,2022,Iceland,Europe & Central Asia,High income,-1093866702,4.859634189,1398126798,1.057552693,304260095.1,28770206627,8.992507613,28810297918,8.308755116,8.885194567,8.885194567,-1462985221,-31079670.47,91.52734175,33.8392145,25.55516493,2.387774325,7352273755,7.139665127,14.89868927,,,,100,0.0007,0.9504,0.0007,0.522265199,,11.44258029,,,,,15.49,,,83.4,81,82.17073171,,,100,100,,,,,2.447,7.29,3.165,3.789,8.652,135.279902
ISR,2022,Israel,Middle East & North Africa,High income,-12784400000,4.386891768,23031200000,1.951769885,10246800000,5.25E+11,6.470371502,5.12E+11,4.393596659,4.725798006,4.725798006,-26105900000,15423100000,60.50466185,24.97681834,2.893776637,0.141647124,1968877974,6.456244469,17.53333473,4.455739969,12.17756588,234674573.5,100,0.0718,18.6766,,,,8.447481036,,,,,9.57,,,84.8,80.7,82.7,,,100,99.47115604,,,,,2.448,6.873,4.204,3.695,6.765,3.359614402
ITA,2022,Italy,Europe & Central Asia,High income,-15930452556,2.982807763,62728326244,2.225349464,46799008931,2.10E+12,4.661762651,2.14E+12,8.201289912,3.560161402,3.560161402,-20616772444,-32685085013,72.05319193,12.68384914,18.79883222,0.992995738,3.95339E+11,,,1.694557522,3.447549142,34691881158,100,0.8006,104.0128,0.4144,32.71253212,,6.830985439,,,,,8.5,,,85,80.9,82.9,,,99.91703407,92.71055756,,,,,4.087,11.549,7.753,8.069,23.703,0.949623753
JAM,2022,Jamaica,Latin America & Caribbean,Upper middle income,-258446000,1.864197336,318736000,0.352619276,60290000,17097760724,5.221519847,,10.34956884,12.79780039,12.79780039,-4608032251,-3302861297,,45.26361555,,,,5.354359269,16.93285943,1.289999447,4.126881581,2253651.982,100,,2.2955,0.0007,55.83204986,,2.696622644,12007712141,,,,,,8.86,72.737,68.532,70.629,,93.56999969,91.09963332,,,,,,2.142,2.146,5.476,4.083,12.029,153.4268165
JOR,2022,Jordan,Middle East & North Africa,Lower middle income,-1267183099,2.56620402,1251408451,-0.032348323,-15774647.89,48764963380,2.647436164,,4.229155689,2.616072186,2.616072186,-11561690141,-9275352113,104.0954594,27.97176823,,,,3.162299213,9.683899879,4.896258774,14.47632295,2323347887,100,0.0148,7.8684,0.0002,1.098047165,,2.827172748,22837609849,,,,14.32,,9.55,76.675,72.12,74.215,,,98.96938517,85.70913102,,,,,27.495,20.469,10.979,18.2,41.917,0.71
JPN,2022,Japan,East Asia & Pacific,High income,1.27E+11,1.127819293,48004621741,4.108185939,1.75E+11,4.26E+12,0.954736938,4.42E+12,2.497702782,0.333979877,0.333979877,-1.16E+11,-1.58E+11,46.84373214,8.999118541,21.597196,1.667932184,9.19258E+11,3.237621374,7.521291256,1.158864322,2.559258348,4688194665,100,0.5789,186.5865,3.2744,68.40877915,,8.851755424,,,,,6.26,,,87.09,81.05,83.99634146,,,99.13674217,98.6585502,,,,,,,,2.615,4.438,131.4981404
KAZ,2022,Kazakhstan,Europe & Central Asia,Upper middle income,-7956423973,2.251698147,5077496659,-1.276706955,-2878927314,2.25E+11,3.2,1.91E+11,15.02786444,19.76900648,19.76900648,34997154405,33421052095,68.33431474,7.78748359,1.499269785,9.999999987,23675467930,4.458223627,,0.51743585,2.382563633,116353994.3,100,0.4601,22.2068,,1.301314553,,16.01813642,1.43E+11,33262494124,32052954212,1209539911,7.73,,21.76,78.41,70.26,74.44,,,,,,,5.2,,,,,4.86,3.81,460.165
KEN,2022,Kenya,Sub-Saharan Africa,Lower middle income,-250399759.5,0.691645983,791581760.1,0.472858744,541182000.6,1.14E+11,4.859981043,1.22E+11,7.659862683,6.957054456,6.957054456,-11923859881,-10651990575,33.69113873,10.30806558,12.2133414,8.122481588,139781745.7,4.511177994,,1.125238813,4.432722875,1155179523,76,0.1983,10.5947,0.0014,6.344818498,,1.922244596,35606016558,63308643090,60692525228,2616117862,17.11,,2.96,64.686,59.579,62.055,82.87999725,95.72988892,62.86177758,,37.59923839,,,,,,,,,117.8659892
KGZ,2022,Kyrgyz Republic,Europe & Central Asia,Lower middle income,-509461000,0.451992681,54849000,-3.746308894,-454612000,12134931018,8.9675052,17123865020,13.92290932,19.65728424,19.65728424,-6918726775,-7027242104,133.786718,23.55264437,16.7856684,4.372725361,236929236.5,7.168843746,2.981248856,3.535195519,8.379322636,35213289.83,99.7,0.1282,1.7047,,7.048279458,,3.071415889,8131905310,,,,3.19,,5.14,76.3,68,72.04878049,,,90.79580709,76.4871521,,0.3,,19.5,,,,4.767,10.953,84.11622257
KHM,2022,Cambodia,East Asia & Pacific,Lower middle income,-3428345015,8.948301258,3578831296,0.376267128,150486280.4,39994532960,5.103368887,40199306386,5.343702649,3.515024831,3.515024831,-8826268984,-9261970319,145.8736328,12.68065878,5.899853929,-1.24,235961924.2,2.883492783,,2.961615453,8.419298253,61868942.35,92.3,,7.1808,0.0126,43.94397235,,2.76711218,17529152463,,,,,,6.5,72.622,67.117,69.896,83.77999878,95.97000122,78.00650418,29.13127957,83.35053189,,,,,,,,,4102.037865
KIR,2022,Kiribati,East Asia & Pacific,Lower middle income,-4252892.435,1.576628397,4270167.127,0.006378151,17274.69161,270841698.4,3.905352807,494813592.5,5.345954409,-2.437457963,-2.437457963,-168372285.6,-251424746.8,100.3620214,39.47344272,61.52542461,27.69896857,16663654.96,,16.12996475,,,,94.4,,0.0478,,1.456790123,41.9,0.968812515,,,,,0.82,,,69.386,65.731,67.661,,,75.69410554,14.41407467,55.68317547,,,,,,,,,1.441664459
KNA,2022,St. Kitts and Nevis,Latin America & Caribbean,High income,-44662020.37,4.414534806,43325552.59,-0.136175609,-1336467.778,981429629.6,10.52284928,,2.668175331,3.420103591,3.420103591,-340103014.4,-59927367.78,,75.67330923,,,,3.631476824,1.978255272,,,,100,,0.0392,,42.30769231,1.5,3.54321437,,,,,,,,75.666,68.682,72.027,,,,,,,,,,,,,,2.7
KOR,2022,"Korea, Rep.",East Asia & Pacific,High income,40754300000,1.496173783,25044700000,3.930841206,65799000000,1.67E+12,2.612672192,1.67E+12,5.089513651,1.275522574,1.275522574,15620000000,8366900000,96.53640929,16.16130184,18.76727896,4.264937522,31414739185,,,2.769579494,9.65668812,463654277.4,100,0.4551,106.5876,1.6145,64.21106557,,12.9338431,,1.25E+12,1.05E+12,2.06E+11,3.46,,,85.6,79.9,82.6804878,,,100,99.2801236,,,,,2.87,2.926,2.796,2.857,6.701,1291.446667
KWT,2022,Kuwait,Middle East & North Africa,High income,23796283534,0.408967286,752255306,13.34593353,24548538840,1.84E+11,5.859208873,1.29E+11,3.98064962,18.82929168,18.82929168,71950050436,55013741536,90.70223034,20.74230844,2.749283275,0.264376685,387571517.2,6.582365362,12.26316547,4.727843723,11.22583574,824412141.3,100,0.0031,15.2447,0.0004,0.350729517,,36.03360871,,,,,,,,82.752,78.878,80.264,,,100,100,,,,,,,,,,0.306250154
LAO,2022,Lao PDR,East Asia & Pacific,Lower middle income,-726273736.5,4.695092258,726273736.5,0.0000431,6670,15468785204,2.707426526,,22.95622251,15.77394592,15.77394592,954112563.8,621832575.5,,7.398603622,,,,1.46834384,9.824934574,,,,100,,2.6158,0.0153,71.60528596,49.2,5.30162229,17925880667,,,,16.99,,7.64,71.164,66.94,68.999,87.51999664,94.51000214,85.4618004,17.87207557,,,,,2.796,0.94,1.963,1.209,2.258,14035.22669
LBN,2022,Lebanon,Middle East & North Africa,Lower middle income,-460686777.1,2.509661606,526838753.9,0.315123128,66151976.79,20992421949,-0.621678971,30487445641,171.2054913,112.149479,112.149479,-13756492693,-12091395112,114.8882783,70.66788165,3.625325845,34.93733494,76143538.76,,,2.918488863,1.719684172,218747732,100,0.0053,7.0651,,14.12805474,,4.172207484,50499951048,,,,,,18.86,76.597,72.237,74.416,,,92.6,47.7,,,,,,,,,,1507.5
LBR,2022,Liberia,Sub-Saharan Africa,Low income,-960192468.7,23.9985301,960192468.7,2.274964528,91022400,4001047000,4.808105173,,7.592984866,8.666208541,8.666208541,-499380380.6,-741456441.7,,15.62664025,,,,2.276958672,,2.488535499,3.436915888,36775,31.8,,0.8343,,78.45639535,92.8,0.849441702,1146565735,,,,,,2.14,62.392,59.796,61.1,,,75.61013152,,3.440188936,,,,,,,,,152.9337568
LBY,2022,Libya,Middle East & North Africa,Upper middle income,,0.115616833,50000000,0.115616833,50000000,43246297922,-8.251630041,30529328458,4.510301492,42.697102,42.697102,,,156.3216847,,3.888396947,-1.13522116,13319897988,,,,,,70,0.0271,18.6104,,0.123327688,,12.32026612,,,,,,,,74.759,69.736,72.151,,,99.8915238,,,,,,,,,,,4.813175
LCA,2022,St. Lucia,Latin America & Caribbean,Upper middle income,-51554691.85,1.407298183,32968826.67,-0.793351082,-18585865.19,2342703704,20.38676757,,6.378146951,4.220035701,4.220035701,-608879541.5,101657952.6,,68.71873516,,,,3.698471157,16.34354192,,,,100,,0.0978,,34.04918033,9.7,2.416364155,736649842.2,,,,,,2.4,74.887,68.005,71.294,,,96.88866058,,,,,,7.82,19.774,16.531,15.934,32.25,2.7
LIE,2022,Liechtenstein,Europe & Central Asia,High income,,,,,,7361504432,,,,,,,,,,,,,,,,,,100,,,,41.875,56.9,,,,,,,,,85.6,83.1,84.3195122,,,100,100,,,,,,,,,,
LKA,2022,Sri Lanka,South Asia,Lower middle income,-869016898.2,1.192463472,884150491.4,0.020410843,15133593.25,74144870023,-7.346791236,76786944778,49.72110211,47.46374152,47.46374152,-5184577044,-3074954688,46.68144148,5.415105119,7.177851617,1.387847694,5322834.148,1.239722243,5.345834452,1.343389427,7.25388283,122151.196,100,0.1583,8.5955,,34.05593275,,1.698453631,47801549230,,,,41.32,,4.62,80.23,72.851,76.61,92,99,89.31010729,47.12753287,85.34633237,,,,5.366,3.112,7.123,4.528,22.074,322.6326743
LSO,2022,Lesotho,Sub-Saharan Africa,Lower middle income,7820069.161,-0.332107076,-7820069.161,,,2354683089,2.387780202,3516987207,8.271803899,5.530054693,5.530054693,-747045155.6,-1173915464,142.3739814,19.6308307,35.21298717,-0.28269778,829133333.7,6.433475494,15.54267124,1.516438947,2.762871945,34668499.9,50,,0.4841,,1.137022398,34.9,1.160355363,1613463544,,,,3.99,,2.91,55.923,50.319,53.036,82.01000214,89.73000336,73.97070851,28.21748742,5.571910567,,,,,,,,,16.35585348
LTU,2022,Lithuania,Europe & Central Asia,High income,-3222401217,3.405881082,2419329634,-1.130547187,-803071582.9,71033884500,2.537525009,72519851964,19.70504615,16.06654365,16.06654365,-7684079422,-1467958906,175.6516122,42.67116872,16.74446116,0.376698292,11893946379,,,2.446621591,6.781264136,1734372765,100,0.4128,6.102,0.0022,35.20364354,,7.346840469,,,,,1.04,,,80.3,71.5,75.79268293,,,98.03940167,94.98149647,,,,,3.514,16.603,7.58,5.956,11.927,0.949623753
LUX,2022,Luxembourg,Europe & Central Asia,High income,66515110852,-360.3528065,-2.94E+11,-360.3528065,-2.94E+11,81641807866,1.380185891,53848697266,6.336008078,5.683546633,5.683546633,-664365606.4,28768301551,388.5136684,318.707693,17.63871326,2.623759386,144564386.2,4.732231738,1.742437363,0.625326743,1.433212889,5998748.223,100,,4.3269,,34.45382721,,12.44244782,,,,,0.38,,,85.3,80.9,83.04634146,,,99.88594783,99.53408196,,,,,3.695,8.385,4.067,4.588,17.601,0.949623753
LVA,2022,Latvia,Europe & Central Asia,High income,-1385206181,3.202055462,1217386449,-0.441563006,-167877423.3,38018905782,1.812682402,39877191229,17.31028302,9.835941353,9.835941353,-4312303720,-1841317410,159.8267195,33.50614344,2.484634576,2.846948885,778833919.1,,,2.941585284,5.176475882,856142771.8,100,0.2103,3.0689,,54.93379399,,5.897414205,,,,,1.3,,,79.6,69.8,74.5804878,,,98.89352739,97.11127226,,,22.5,,3.736,14.31,8.096,6.815,15.275,0.949623753
MAC,2022,"Macao SAR, China",East Asia & Pacific,High income,-2117783888,11.72810431,2931922104,3.256668351,814138216.6,24999113476,-19.60933637,24824164442,1.045028024,1.160830248,1.160830248,-9696852074,-334029067.2,168.0810225,68.11988645,27.39568424,4.285768229,6848678137,6.189371553,1.124317169,,,,100,,1.3253,0.0009,,11,4.466410749,,,,,,,,87.98,82.753,85.377,,,100,100,,,,,,,,,,8.065206083
MAF,2022,St. Martin (French part),Latin America & Caribbean,High income,,,,,,,,,,,,,,,,,,,,,,,,100,,,,24.8,,,,,,,,,,83.658,77.502,80.55,,,99.92633383,96.62876481,,,,,,,,,,0.949623753
MCO,2022,Monaco,Europe & Central Asia,High income,,,,,,8800430486,11.04693943,,,3.220952868,3.220952868,,,,,,,,1.17324996,4.795989992,,,,100,,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,0.949623753
MDA,2022,Moldova,Europe & Central Asia,Upper middle income,-541060000,4.038595343,586020000,0.309844795,44960000,14510490660,-5.015482319,18610136481,28.73729768,19.25320363,19.25320363,-5192770000,-4284320000,110.7339656,25.15579993,17.54272319,3.247378447,2545535183,6.115399132,15.79878139,0.328875315,0.898439835,47749815.11,100,0.1127,2.3413,0.0024,11.75129219,,5.123160385,6267739701,4636300104,3686977950,949322153.3,2.99,,4.74,73.32,64.217,68.621,,,92.02426809,75.22434212,,,31.1,,1.349,0.661,0.885,0.909,2.921,18.89718962
MDG,2022,Madagascar,Sub-Saharan Africa,Low income,-325831200.6,3.091231792,467848664.2,0.938356636,142017463.6,15134700203,3.999999999,16360451748,8.16059032,6.932966435,6.932966435,-969817246.6,-1351885540,68.85418352,17.61478417,22.49591654,34.37555383,344689445.4,3.139199661,,0.665916158,3.769468146,98149169.22,36.1,,1.3602,,21.3189737,83.1,1.093879637,4440902781,,,,5.55,,1.46,67.617,62.97,65.23,77.48000336,80.73000336,53.46588342,22.23922328,23.43563054,,,,,,,3.186,5.586,4096.116184
MDV,2022,Maldives,South Asia,Upper middle income,-732227100.8,11.85386271,732227100.8,,,6177118114,13.82608952,5985733652,2.333143376,3.412926234,3.412926234,-2916309549,196384407.6,162.2435705,101.6504052,17.22154849,-4.916852596,163764898.5,4.673443317,11.76444626,,,,100,,1.4124,0.0037,2.733333333,1.2,5.698274776,3476174961,,,,,,12.71,81.844,80.065,80.839,,,99.55834608,,,,,,,,,,,15.386625
MEX,2022,Mexico,Latin America & Caribbean,Upper middle income,-21767006843,2.670898457,39110305098,1.184398547,17343298255,1.46E+12,3.689111093,1.53E+12,7.896276192,6.497192004,6.497192004,-27116261880,-42567958261,88.38708948,8.179524428,11.92378771,1.737934793,16242711226,,,0.686151326,2.449242145,16526842.78,100,2.6806,128.0524,0.4989,33.66164197,,5.345831872,5.16E+11,7.39E+11,7.08E+11,31404754020,14.86,,3.93,78.161,71.547,74.832,,98.94999695,99.70642945,43.03787942,93.94082133,1.7,36.3,22.5,4.045,2.827,4.021,3.256,6.495,20.12735
MHL,2022,Marshall Islands,East Asia & Pacific,Upper middle income,,,,,,253400000,-1.118067979,402325000,,-1.017682751,-1.017682751,,,118.8353197,,58.73952762,-7.258383395,1488459,7.549398789,11.34535982,,,,100,,,,52.22222222,12.2,0.067370312,,,,,,,,67.092,63.546,65.146,,,85.06373996,,,,,,,,,,,1
MKD,2022,North Macedonia,Europe & Central Asia,Upper middle income,-683826064.2,6.13067579,854152514.5,1.222517323,170326450.4,13932436550,2.758884153,16799235406,14.20471732,8.873687325,8.873687325,-3668257298,-2886224819,166.1473574,29.25575133,15.22155676,-4.316379923,292945326.7,,,1.622927658,4.628373434,22214187.36,100,0.0208,2.4636,0.0199,39.71015067,,6.006020597,7961580849,,,,,,8.11,76.74,72.22,74.42487805,,,97.84256181,80.44702587,,,,,9.586,22.011,15.062,14.477,32.617,58.57439167
MLI,2022,Mali,Sub-Saharan Africa,Low income,-671836204.5,3.80967902,715469994.9,0.232337815,43633790.32,18780322204,3.474951711,20866873354,9.621476085,5.72783446,5.72783446,-215962765.5,-2086550443,73.4634225,15.05744179,17.11924476,7.599999998,321549324.4,4.355516522,18.18999672,3.139664324,12.38292688,58217552.54,53,0.1636,3.4212,0.0105,10.89666363,71.1,1.943175987,5296788500,,,,,,1.72,60.832,58.068,59.417,,,83.64946367,,17.30086899,,,,12.693,3.181,7.992,2.387,3.325,623.7597009
MLT,2022,Malta,Middle East & North Africa,High income,-1489043435,126.2757876,24257553511,118.5243821,22768510075,19209979975,4.147882816,16621736603,6.153756219,5.061185916,5.061185916,-3327816786,2160147680,243.6743299,171.2040894,17.41927459,0.38876576,33429232.85,,,0.432529412,1.797534445,783346.9131,100,,0.7397,0.0003,1.4375,,3.974141645,,,,,2.54,,,84.8,80.7,82.7,,,100,99.77241553,,,,,2.09,3.28,3.416,2.929,8.271,0.949623753
MMR,2022,Myanmar,East Asia & Pacific,Lower middle income,,,,,,62253049892,4.037493436,,,6.163716489,6.163716489,,,,,,,,,,4.855745488,22.28263359,248995986.7,73.7,1.0868,5.1964,0.0463,42.84626228,,2.201351803,10831698543,,,,,,1.55,70.478,64.18,67.256,,,82.38444021,57.39649937,74.58558431,,,,,,,,,1932.543333
MNE,2022,Montenegro,Europe & Central Asia,Upper middle income,-820995165.3,14.0062013,872558550.3,0.827689042,51563385,6229801581,6.406680329,7652244783,13.04030363,12.35532215,12.35532215,-2788109675,-1435707407,125.8986046,54.39253576,17.85583735,1.466665177,1112383218,,,1.674649518,3.723123851,9811519.118,100,,,,61.48698885,,,8331182034,,,,,,15.05,78.8,73.7,76.18780488,,,98.86387363,85.11891799,,,,,11.778,20.858,,14.852,29.493,0.950915534
MNG,2022,Mongolia,East Asia & Pacific,Upper middle income,-2428437140,14.60530651,2504294750,0.442409441,75857609.68,17146471714,5.032709637,18537216687,15.14795609,17.71471242,17.71471242,1232518013,-1122520106,136.3279299,26.97507959,13.91869838,6.926786316,238656568.4,4.185672646,,0.513936273,1.552346574,175497.5796,100,,2.8252,0.0009,9.098233215,,19.47699715,31098280498,,,,,,26.42,77.375,68.079,72.667,,,83.51122724,39.28015504,86.37693433,1.1,27.1,17.9,6.076,4.761,6.597,5.954,11.447,3140.677884
MNP,2022,Northern Mariana Islands,East Asia & Pacific,High income,,,,,,1096000000,16.64275466,,,2.803189958,2.803189958,,,93.15693431,,,,,,,,,,100,,,,52.95652174,0.5,0.062936759,,,,,,,,,,,,,100,90.63917526,,,,,,,,,,1
MOZ,2022,Mozambique,Sub-Saharan Africa,Low income,-2458453111,16.00429471,3022175565,2.985260151,563722453.8,18883528581,4.364450745,25610917206,10.27940181,9.151614199,9.151614199,-5056398298,-6522748189,135.2795784,19.71544788,16.4981779,5.129435183,3115438138,6.161983967,,1.499828313,4.551344159,28186746.44,33.2,,3.9207,,46.11933111,,1.054383287,62571929066,,,,11.3,,33.15,62.688,56.529,59.625,,,63.19536575,,,,,,9.301,8.86,24.241,6.789,11.727,63.85083333
MRT,2022,Mauritania,Sub-Saharan Africa,Lower middle income,-1401620462,14.66442086,1401620462,0.031387429,3000000,9557966698,6.796005102,11713315284,9.525266286,-0.612361746,-0.612361746,-1001623665,-1637405930,102.0258991,13.08055472,16.88362496,14.29999996,165818329.5,2.442425289,8.454749174,2.27952259,8.221726558,225352135.5,49,,2.5015,,0.292896963,19.6,3.37157996,3823221740,,,,,,3.61,66.447,62.965,64.691,,,77.81125869,,41.7524087,,,,,,,,,36.935
MUS,2022,Mauritius,Sub-Saharan Africa,Upper middle income,9339260069,0.285717274,36937470,0.285717274,36937470,12927979286,8.879885197,13776590538,10.77375122,9.565920448,9.565920448,-3617527360,-3048200410,118.3398285,36.07226518,15.95534967,6.398656613,262743.4881,4.8485989,12.18731976,0.138842437,0.475976242,17884595.97,100,0.0169,1.1448,0.0001,19.45418127,,4.73234943,9004007679,10204815398,9426846772,777968626,6.9,,6.72,77.1,70.1,73.51463415,,,99.99999955,,,,,,,6.153,6.385,6.322,21.436,44.182775
MWI,2022,Malawi,Sub-Saharan Africa,Low income,-140005928.3,1.598886132,198726519.1,0.472445946,58720590.81,12429060151,0.921115069,,20.95396973,17.16683039,17.16683039,-1845217151,-2347203418,,11.50595382,,,,,,0.969716354,3.497985377,117546956.7,14,,0.7656,,22.88608401,62.9,0.90426107,2545817452,,,,26.35,,1.15,66.326,59.58,62.898,68.08000183,76.79000092,71.87190978,17.75707962,15.30758864,,,,,,,,,949.0390167
MYS,2022,Malaysia,East Asia & Pacific,Upper middle income,-3216658619,3.686893363,15027992711,2.897734255,11811334092,4.08E+11,8.861821876,3.78E+11,3.378698625,6.403485118,6.403485118,42424945000,29122040539,146.5054183,18.93669117,11.58771827,5.163876164,47232149524,3.499337912,2.149679184,0.922545178,3.559666294,3673788248,100,1.4232,59.2585,0.0765,57.87167859,,9.101715315,,,,,12.85,,,78.799,73.955,76.26,96,99,97.15645919,93.94192081,,,,,3.47,3.59,4.08,3.93,11.73,4.401076345
NAM,2022,Namibia,Sub-Saharan Africa,Upper middle income,-1045154430,8.403125088,1056043503,0.086646276,10889072.31,12567271005,5.349664086,14881900583,6.081281141,6.447852952,6.447852952,-1939509164,-2063669624,99.10815987,16.41202303,23.19545436,0.577743567,289184918.3,9.677911758,25.32154833,2.917236139,7.986696584,36759743.74,56.2,,2.0906,,7.891362703,,4.422074277,,,,,12.84,,,61.704,54.592,58.059,,,85.9121144,,,,,,,,,,,16.35585833
NCL,2022,New Caledonia,East Asia & Pacific,High income,,0.592336611,57002440,0.592336611,57002440,9623318718,3.499999996,,,3.845714942,3.845714942,,,,,,,,,,,,,100,,1.7875,,45.83260394,9.6,21.86345225,,,,,,,,84.612,77.525,80.98207317,,,99.53867299,96.86528541,,,,,3.372,21.079,11.889,10.71,33.508,113.4743672
NER,2022,Niger,Sub-Saharan Africa,Low income,-957256454.9,6.25881416,965976159,0.056497261,8719704.066,15433852712,11.9,15797910612,4.226217919,4.018999979,4.018999979,-1875449790,-2817580228,31.33251371,10.37867879,,3.726355489,,4.114389294,12.37145138,1.664378422,7.286514716,2425746.324,19.5,,1.306,,0.832762296,,1.61651168,4648921277,,,,,,2.02,63.401,60.816,62.08,38.09999847,48.20999908,48.89607049,,24.6168063,,,,4.617,0.795,4.957,0.403,0.397,623.7597009
NGA,2022,Nigeria,Sub-Saharan Africa,Lower middle income,119729340.7,-0.039126749,-186792428.9,-0.014047468,-67063088.27,4.77E+11,3.251681408,,18.84718778,11.31133494,11.31133494,5998169616,-7958107284,,4.961061427,,,,0.348516727,4.328178215,0.651666918,4.517335146,319384939.1,60.5,1.4606,59.6821,,23.38718886,,1.703611802,72987678322,,,,,,1.72,53.968,53.295,53.633,,,79.63940859,28.98488487,31.07882869,,,,6.722,2.344,4.343,3.827,6.056,425.9791581
NIC,2022,Nicaragua,Latin America & Caribbean,Lower middle income,-1274453434,8.267147,1293800000,0.123621043,19346566.08,15649897117,3.752284757,18098382617,10.46742445,8.777652258,8.777652258,-2790800000,-2342800000,115.3393739,17.07103874,13.73454619,-6.517698752,2149442348,3.794763882,19.41569366,0.537113968,1.889237164,8421447.864,86.5,0.1367,2.5514,,26.65389729,,3.003511992,13084146819,9884647874,9873624434,11023440.04,7.06,,16.82,77.556,71.613,74.615,,,,,,,,,,,,,,35.87442114
NLD,2022,Netherlands,Europe & Central Asia,High income,1.56E+11,1.4870429,15562510630,16.38105439,1.71E+11,1.05E+12,5.00723459,9.55E+11,10.00120788,6.155574926,6.155574926,58009413259,91871940069,184.1074843,47.67515703,24.19955324,1.559942855,25325819748,5.521113311,11.61712837,1.352189612,3.188383656,13632443394,100,0.1587,24.9398,,11.02966736,,9.104924235,,,,,1.29,,,83.2,80.3,81.71463415,,,99.99999744,99.96789119,,,,,2.547,5.7,3.348,3.526,7.633,0.949623753
