CountryID,CountryName,Region,IncomeLevel,ECIID,Year,FDINet,FDIInflowstoGDP,FDIInflows,FDIOutflowsPercent,FDIOutflows,GDP,GDPGrowth,GovernmentSpending,GrossNationalSpending,InflationConsumerPrices,InflationRate,InflationPercent,MilitarySpending,GoodsNetTrade,GoodsandServicesNetTrade,TradePercent,ServicesTradedPercent,ElectricityAccess,AgriculturalCarbonDioxide,TransportCarbonDioxide,WasteCarbonDioxide,ForestArea,RenewableEnergyConsumption,TotalGreenhouseGas,LongTermExternalDebt,TotalPSD,LongTermPSD,ShortTermPSD,InterestPaymentsPercent,ExternalDebt,TotalDebt,FemaleLifeExpectancy,MaleLifeExpectancy,TotalLifeExpectancy,AdultLiteracyRate,YouthLiteracyRate,BasicDrinkingWater,SafelyManagedDrinkingWater,BasicHandwashing,PovertyRatio,NationalPovertyRatio,SocialPovertyRatio,UnemploymentwithAdvancedEducation,UnemploymentwithBasicEducation,UnemploymentWithintermediateEducation,TotalUnemployment,YouthUnemployment,ExchangeRate
MAC,"Macao SAR, China",East Asia & Pacific,High income,ECI-MAC-2021,2021,-1229367566,18.31871124,5673182999,14.34908265,4443815433,30969334705,23.53598889,6551219831,26575373129,0.026454365,-0.878982908,-0.878982908,,-10300891416,4393443566,167.6887458,73.20090302,100,,1.247,0.0009,,13.6,4.257435897,,,,,,,,87.948,82.823,85.399,97.11000061,99.79000092,100,100,,,,,,,,,,8.00553175
MAF,St. Martin (French part),Latin America & Caribbean,High income,ECI-MAF-2021,2021,,,,,,649206262.8,4.899999671,,,,,,,,,,,100,,,,24.8,,,,,,,,,,83.624,77.254,80.379,,,99.92633383,96.62876481,,,,,,,,,,0.845494139
MCO,Monaco,Europe & Central Asia,High income,ECI-MCO-2021,2021,,,,,,8623242743,22.23221559,,,,1.221730136,1.221730136,,,,,,100,,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,0.845494139
MDA,Moldova,Europe & Central Asia,Upper middle income,ECI-MDA-2021,2021,-371840000,2.820067827,386120000,0.104295474,14280000,13691869264,13.92999979,2295068631,17412403497,5.10641129,6.381728551,6.381728551,52293263.18,-4190210000,-3717710000,88.47088654,20.4308115,100,0.1132,2.2322,0.0024,11.72277828,21.4,5.087277223,5772340914,4395029872,3486472340,908557532.6,2.62,,5.01,73.547,64.443,68.846,99.59999847,99.69999695,91.58024326,74.85757103,,0.2,24.5,11.2,1.222,0.487,0.809,0.794,1.8,17.68046614
MDG,Madagascar,Sub-Saharan Africa,Low income,ECI-MDG-2021,2021,-243209375.8,2.456494025,357536665.3,0.785497911,114327289.5,14554754117,5.739615739,2505413287,15851360168,5.812251188,6.640743416,6.640743416,99185920.03,-969276921,-1407090214,54.45704159,11.99781186,35.1,,1.417,,21.34169251,83.6,1.111899488,3810776280,,,,6.02,,1.18,66.87,62.234,64.485,74.68614197,82.38259888,52.70430719,21.49212838,23.47721334,,,,,,,,,3829.977849
MDV,Maldives,South Asia,Upper middle income,ECI-MDV-2021,2021,-642830713.6,12.23866599,642830713.6,,,5252457370,37.50787012,981322322.9,4748711326,0.543149689,2.828661842,2.828661842,,-2105241812,502384649.8,142.6072968,91.21851674,100,,1.3286,0.0036,2.733333333,1.4,5.487897023,3545317054,,,,8.84,,17.01,81.019,79.082,79.918,97.86000061,99.43000031,99.56211426,,95.8390985,,,,,,,,,15.37269841
MEX,Mexico,Latin America & Caribbean,Upper middle income,ECI-MEX-2021,2021,-35612315588,2.689247498,35405811449,-0.015685017,-206504139,1316570000000,6.048483443,150151000000,1335500000000,5.689208477,4.48797277,4.48797277,8680832593,-10730385023,-23128199854,83.06929762,7.388685579,100,2.7109,105.2884,0.4915,33.72736783,13,5.253133794,538000000000,678000000000,639000000000,38679488728,13.9,,6.18,74.864,66.056,70.213,,,99.54000271,42.96604199,93.57559647,,,,4.699,3.59,5.048,4.019,7.679,20.27240833
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,ECI-MHL-2021,2021,-499428.4433,0.192903995,499428.4433,,,258900000,1.222272522,157729900,379806000,,5.779052012,5.779052012,,-12305712.6,-76008272.77,117.6223252,31.90072195,99.8,,,,52.22222222,12.1,0.062852032,,,,,,,,67.2,63.692,65.269,,,85.27744254,,85.09115835,,,,1.814,12.795,9.449,9.823,24.913,1
MKD,North Macedonia,Europe & Central Asia,Upper middle income,ECI-MKD-2021,2021,-453227589.7,4.97315295,696255528.1,1.735878654,243027938.5,14000283827,4.51067949,2216338141,16217025022,3.230749121,4.285525315,4.285525315,205555663.2,-2751019822,-2153845041,146.7214115,25.2036929,100,0.0206,2.2586,0.0198,39.71015067,19.5,5.574177759,7955263492,,,,3.74,,11.52,75.5,71.1,73.24634146,,,97.84027221,80.41318215,,,,,11.736,23.061,15.661,15.801,36.332,52.10215833
MLI,Mali,Sub-Saharan Africa,Low income,ECI-MLI-2021,2021,-584069023.7,3.314147828,639944165.4,0.289366619,55875141.62,19309463508,3.052613569,3137551008,21524719695,3.925602831,3.358973999,3.358973999,652883353.3,-305194207.7,-2215235072,67.20667785,15.31030872,53.4,0.1744,3.267,0.0101,10.89666363,71.2,2.028967382,5343752322,,,,,,1.59,60.331,57.618,58.941,,,82.2039904,,17.16403804,51.3,44.6,38.5,,,,,,554.530675
MLT,Malta,Middle East & North Africa,High income,ECI-MLT-2021,2021,-16739380851,433.8608971,85551145633,348.9694238,68811764783,19718565605,13.4603052,3614809803,16456060008,1.497892179,2.426411534,2.426411534,87950567.64,-2357137432,3809895991,220.6499332,159.0218289,100,,0.6319,0.0003,1.4375,8.6,3.82982088,,,,,2.72,,,84.3,80.8,82.50731707,94.94000244,99.44999695,99.99999912,99.79004774,,,16.7,,1.771,4.753,3.812,3.403,9.444,0.845494139
MMR,Myanmar,East Asia & Pacific,Lower middle income,ECI-MMR-2021,2021,,,,,,66345291160,-12.01637248,,,,19.51720937,19.51720937,2642725509,,,,,72.5,0.99,4.9609,0.0455,43.29014663,62.9,2.23293821,11966458423,,,,,,1.35,69.001,62.546,65.672,,,82.33106172,57.32547563,74.54565074,,,,,,,,,1615.366667
MNE,Montenegro,Europe & Central Asia,Upper middle income,ECI-MNE-2021,2021,-683030089,11.83569694,693740795.7,0.182732052,10710706.74,5861427505,13.04346425,1155250261,6996276218,2.410801984,4.72624261,4.72624261,91137653.74,-2261778919,-1135117796,105.0299932,44.9791706,99.8,,,,61.48698885,39.6,,9024043263,,,,,,14.99,77,70.8,73.82439024,98.98000336,99.05000305,98.86039399,85.09555958,,,20.3,20.8,12.89,28.826,,16.543,36.962,0.845376564
MNG,Mongolia,East Asia & Pacific,Upper middle income,ECI-MNG-2021,2021,-2060022768,14.21773194,2173385310,0.741588812,113362541.7,15286441738,1.636769577,2279626780,15994868111,7.352812434,14.42006548,14.42006548,105700648.9,1369626035,-305729911.4,119.0980784,21.61589473,100,,2.692,0.0009,9.09894466,3,19.88733771,32812793707,,,,6.01,,20.36,75.696,66.537,70.975,,,82.81580975,38.33051581,86.36594172,,,,7.733,5.359,9.221,7.871,16.54,2849.288615
MNP,Northern Mariana Islands,East Asia & Pacific,High income,ECI-MNP-2021,2021,,,,,,914000000,4.969879518,,,,0.545723838,0.545723838,,,,78.88402626,,100,,,,52.95652174,0.5,0.059601098,,,,,,,,,,,,,100,90.63917526,,,,,,,,,,1
MOZ,Mozambique,Sub-Saharan Africa,Low income,ECI-MOZ-2021,2021,-5101667955,32.75221385,5295396105,1.198215525,193728150.7,16168055475,2.377435728,3028263791,21241263567,6.40847653,4.550565208,4.550565208,309999693.5,-2257411663,-4007644582,112.0789645,20.99191641,31.5,,4.1683,,46.41217312,76.9,1.006736513,59860987802,,,,10.95,,44.9,62.432,56.204,59.325,,,61.48093159,,,,,,,,,,,65.465
MRT,Mauritania,Sub-Saharan Africa,Lower middle income,ECI-MRT-2021,2021,-1061518903,11.60475278,1070252545,0.094698913,8733641.664,9222536364,0.742715395,1380571230,10015197431,3.565164847,7.464873217,7.464873217,230935492.9,-605657754.3,-1131838871,88.30687376,11.48876741,47.7,,2.3888,,0.298211604,22.1,3.407566917,4039411146,,,,,,4.49,66.098,62.666,64.364,66.95999908,76.48999786,76.0527122,,43.12401096,,,,,,,,,36.06333333
MUS,Mauritius,Sub-Saharan Africa,Upper middle income,ECI-MUS-2021,2021,2426797665,0.745135236,85573930,0.745135236,85573930,11484348858,3.403798662,1979006447,12647445982,4.028528882,3.157200351,3.157200351,20231427.8,-2682852936,-2862549995,98.00002924,23.0286354,99.6,0.0169,1.0321,0.0001,19.43415123,8.6,4.626741444,6965012976,9782774753,9237489406,545285346.5,6.33,,23.18,77.24,70.29,73.6802439,92.15000153,99.30000305,100,,,,,,,8.063,7.497,7.719,24.547,41.69213333
MWI,Malawi,Sub-Saharan Africa,Low income,ECI-MWI-2021,2021,-128860857,1.046176499,129497084.5,0.005139932,636227.4973,12378129751,4.55829212,,,9.330144108,8.152968429,8.152968429,92570438.55,-2048402488,-2180598872,,8.535126276,14.2,,0.8187,,23.33156555,71.1,0.919183062,2379370320,,,,20.32,,0.91,66.469,59.493,62.904,,,71.07282907,17.11338747,15.30217362,,,,,,,,,805.8996501
MYS,Malaysia,East Asia & Pacific,Upper middle income,ECI-MYS-2021,2021,-7460181234,5.416259849,20245157327,3.420410697,12784976093,373785000000,3.315349544,47234744328,346760000000,2.477102415,5.675938488,5.675938488,3675489012,42814010893,26980425522,134.0359947,15.60404482,100,1.4545,49.0111,0.075,58.02431898,7.5,8.744618485,,,,,14.25,,,77.362,72.659,74.884,,,97.10941679,93.86336693,,,6.2,19.9,4.58,4.54,4.58,4.64,11.26,4.143297598
NAM,Namibia,Sub-Saharan Africa,Upper middle income,ECI-NAM-2021,2021,-822440242.9,6.775148977,840286915.8,0.14389593,17846672.87,12402486184,3.603829192,3107184000,14837277821,3.616905301,1.53433033,1.53433033,400199634.6,-1785861151,-2113554390,83.54430309,13.62955348,55.2,,1.9174,,7.977614206,30,4.320865539,,,,,11.48,,,62.985,55.721,59.269,92.25,95.55000305,85.69866327,,,,,,,,,,,14.778675
NCL,New Caledonia,East Asia & Pacific,High income,ECI-NCL-2021,2021,,0.297933058,30005880,0.297933058,30005880,10071349664,-2.099999998,,,,4.827643129,4.827643129,,,,,,100,,1.6815,,45.8380744,8.3,21.02982322,,,,,,,,83.082,75.361,79.12734146,,,99.53867299,96.86528541,,,,,,,,,,100.8802226
NER,Niger,Sub-Saharan Africa,Low income,ECI-NER-2021,2021,-555570708.5,3.98812628,594829131.8,0.263214327,39258423.35,14915002436,1.383596362,2586042481,17442093210,3.837868028,3.118645972,3.118645972,202404477.2,-1610879326,-2539823428,37.01589355,9.967806882,18.6,,1.2529,,0.842567301,79.6,1.597333947,4237723290,,,,,,1.49,62.794,60.407,61.576,,,48.06025265,,24.5917837,78,45.5,53.6,,,,,,554.530675
NGA,Nigeria,Sub-Saharan Africa,Lower middle income,ECI-NGA-2021,2021,-1495300005,0.751578312,3313210000,0.412380056,1817909995,440834000000,3.647186541,,,16.95284572,10.13103369,10.13103369,4466397816,-4561503593,-16622243079,,4.548897127,59.5,1.2701,57.2135,,23.5664877,80.3,1.770013105,68663386000,,,,,,1.86,53.07,52.285,52.676,63.15554047,73.67276764,78.00019357,28.4210293,30.96015682,,,,,,,,,401.1520292
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,ECI-NIC-2021,2021,-1205575961,8.626235511,1220100000,0.102686488,14524039.34,14144060853,10.31609128,2177332567,16047929616,4.928413969,3.542833874,3.542833874,77919650.3,-1900600000,-1724078858,106.6951982,13.50899973,86.3,0.1377,2.4247,,27.48487618,50.4,2.972967645,12798087833,9423179581,9412102515,11077066.56,7.2,,13.89,76.803,70.836,73.837,,,,,,,,,,,,,,35.17101667
NLD,Netherlands,Europe & Central Asia,High income,ECI-NLD-2021,2021,172792000000,-10.95325996,-115499000000,5.433301555,57292650276,1054470000000,6.276830732,265217000000,951712000000,2.675720088,2.747343238,2.747343238,14395695364,76865707527,102683000000,163.1548427,44.75058436,100,0.1373,25.1017,,11.00198099,12.2,9.965057979,,,,,1.35,,,83,79.7,81.3097561,,,100,99.9690763,,1.6,14.5,8.8,2.812,7.407,3.937,4.209,9.324,0.845494139
NOR,Norway,Europe & Central Asia,High income,ECI-NOR-2021,2021,13829889309,2.816834529,14179043238,5.564305503,28008932546,503368000000,3.908686777,113003000000,428618000000,3.483880553,20.21347548,20.21347548,8435121611,63675388356,62897253954,71.22271378,16.55388786,100,0.0053,13.3268,0.0604,33.45814918,61.4,10.70679989,,,,,0.56,,,84.7,81.7,83.16341463,,,100,98.87739581,,,12.2,,2.635,10.644,3.37,4.359,12.883,8.59
NPL,Nepal,South Asia,Lower middle income,ECI-NPL-2021,2021,-196326024,0.531690907,196326024,,,36924841394,4.838149614,3047780422,47555780287,4.149680034,6.762712163,6.762712163,453263783.6,-13706899561,-14473555928,43.05380479,6.397964019,89.9,0.236,4.3764,,41.59072201,73.7,1.878883162,7925529529,,,,4.11,,0.79,70.362,66.574,68.45,71.15000153,94.18000031,91.24225081,16.07690087,63.47675353,,,,,,,,,118.1340816
NRU,Nauru,East Asia & Pacific,High income,ECI-NRU-2021,2021,4734018.295,,,,,175513984.5,7.206594666,,,,18.08157646,18.08157646,,-77367511.7,-86782203.08,110.560319,48.21363036,100,,,,,1.6,0.102485268,,,,,,,,67.303,60.261,63.617,,,,,,,,,2.283,5.756,4.582,5.056,12.026,1.33122426
NZL,New Zealand,East Asia & Pacific,High income,ECI-NZL-2021,2021,-5609121605,1.789875769,4539913925,-0.421538591,-1069207681,253644000000,4.546247639,53514641392,263473000000,3.941120608,4.578162455,4.578162455,2905571075,-4132748220,-8061234300,48.54964557,9.296285851,100,0.9006,14.6516,0.0022,37.63065094,28.9,16.54418641,,,,,2.72,,,84,80.5,82.20731707,,,99.99999623,99.99999623,,,,,,,,3.776,10.482,1.4138
OMN,Oman,Middle East & North Africa,High income,ECI-OMN-2021,2021,-7564889467,10.01518942,8745643693,1.352156302,1180754226,87323797139,2.582174989,19335240572,77966970091,1.682211859,12.14105028,12.14105028,5783615085,16315802368,9356575509,92.02406481,13.0831485,100,,10.405,,0.007862036,0.1,26.63262395,,,,,,,,74.716,70.984,72.541,,,92.30971939,90.71065215,97.4,,,,4.52,0.37,3.18,1.9,,0.3845
PAK,Pakistan,South Asia,Lower middle income,ECI-PAK-2021,2021,-1905000000,0.616039439,2147000000,0.069437142,242000000,348517000000,6.513885759,38091362850,379630000000,9.496210561,10.26734208,10.26734208,11649407810,-36859000000,-40902106000,27.03042156,4.915445539,94.9,5.5871,55.8824,,4.779680365,41.6,2.301046684,111000000000,,,,,,3.57,68.623,63.787,66.098,,,90.48246306,49.57296604,81.80367951,,,,16.149,5.148,9.665,6.338,11.101,162.9062537
PAN,Panama,Latin America & Caribbean,High income,ECI-PAN-2021,2021,-1361403363,2.006944641,1352608288,-0.013049772,-8795075.31,67396392500,16.46712492,9262763800,65320621100,1.630703373,1.41511726,1.41511726,,-3478522919,3029753732,80.13346352,21.9423446,95.3,,4.9198,,56.65170262,28,3.964877842,,,,,13.36,,,79.594,73.05,76.223,,99.25,94.60610698,,,2.4,21.8,25.2,7.483,9.8,12.935,10.293,22.366,1
PER,Peru,Latin America & Caribbean,Upper middle income,ECI-PER-2021,2021,-5173359282,3.155353351,7142277306,0.869839103,1968918024,226354000000,13.35522951,31119783412,219526000000,4.271663815,10.08310183,10.08310183,2657501775,15114916867,7551802131,55.27425488,5.945111632,95.6,1.2647,21.5476,0.0094,56.37307289,30.6,2.653315029,73882476349,,,,6.09,,2.49,74.746,70.121,72.377,,99.12000275,94.20889819,51.69531259,,4.1,25.9,24.8,6.62,3.342,6.372,5.097,9.521,3.880554131
PHL,Philippines,East Asia & Pacific,Lower middle income,ECI-PHL-2021,2021,-9732242739,3.040788553,11983363327,0.571223748,2251120589,394087000000,5.714733134,61395637112,441301000000,3.927180221,2.28247846,2.28247846,5546091354,-52805827290,-38767003795,63.48460981,13.47447222,97.5,1.2693,31.7788,0.148,24.22604554,28,2.125638202,87447089496,61465364014,61097531859,367832155.6,11.56,,2.98,71.482,67.172,69.266,,,94.46428059,47.66305817,81.73112388,4.1,18.1,26.3,4.579,2.857,6.275,3.398,8.488,49.25459773
PLW,Palau,East Asia & Pacific,High income,ECI-PLW-2021,2021,-31441000,13.33642096,31441000,,,235752906.3,-13.79388797,98952600,386176500,2.612481858,5.592868094,5.592868094,,-127058000,-159372000,80.72982133,21.76685786,100,,0.6937,,90.19565217,0.9,78.14766912,,,,,,,,,,,,,99.56455201,89.20143427,,,,,,,,,,1
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,ECI-PNG-2021,2021,1645866952,-0.131822921,-34418191.65,6.17190715,1611448760,26109413522,-0.511353444,,,4.48359014,11.59527033,11.59527033,87785527.46,6474314181,4601985920,,8.623992233,20.9,,2.3434,0.001,79.10221702,54.5,0.923908528,15903497544,,,,12.38,,16.54,68.415,62.948,65.351,,,49.16923268,,29.80792243,,,,,,,,,3.50877193
POL,Poland,Europe & Central Asia,High income,ECI-POL-2021,2021,-27292000000,5.443067377,37512000000,1.482942754,10220000000,689170000000,6.927182661,127656000000,667105000000,5.055027047,5.340236028,5.340236028,15295541731,-8800000000,22450000000,110.874283,19.01010725,100,1.7327,66.4286,0.1986,31.01927475,15.2,10.95363503,,,,,2.82,,,79.6,71.6,75.50243902,99.80000305,99.90000153,90.36157032,88.90617795,,,12.2,10.6,1.745,4.537,3.82,3.268,11.849,3.861916667
PRI,Puerto Rico,Latin America & Caribbean,High income,ECI-PRI-2021,2021,,,,,,106427000000,0.38522272,7825400000,99776400000,,2.799639905,2.799639905,,,,96.74414103,,100,,1.9783,,56.01127396,2.6,4.562641965,,,,,,,,84.522,75.865,80.162,92.40000153,92.40000153,100,99.87310759,,,,,,,,7.9,,1
PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,ECI-PRK-2021,2021,,,,,,,,,,,,,,,,,,52.6,0.0254,4.4151,0.011,49.90333029,14.7,3.164051936,,,,,,,,75.743,70.831,73.284,,,93.86514132,66.45431945,,,,,,,,,,
PRT,Portugal,Europe & Central Asia,High income,ECI-PRT-2021,2021,-9417422268,3.066114561,7850966593,-0.611292673,-1565250827,256056000000,5.558757523,47769297435,263166000000,1.265657191,2.019776327,2.019776327,3882450331,-18745029889,-6766334731,85.87354521,20.40595485,100,0.0338,15.4494,0.199,36.15499489,32.3,5.384058088,,,,,5.72,,,84.4,78.5,81.37804878,96.77999878,99.70999908,99.24568371,95.0865778,,1.6,16.4,12.8,4.884,6.728,8.138,6.577,23.432,0.845494139
PRY,Paraguay,Latin America & Caribbean,Upper middle income,ECI-PRY-2021,2021,-88794466.57,0.765490446,305820322.2,0.543231457,217025855.6,39950899939,4.016737318,4799553974,39458740009,4.787983101,8.448126027,8.448126027,372601369.3,628758728.6,504547401.1,69.74227302,8.309117329,100,0.08,7.8604,0.0001,39.82614322,58.8,6.498835609,20151155775,,,,6.54,,3.25,73.385,67.434,70.262,,98.62999725,99.59589823,64.15144761,,1.3,26.9,24,,,,7.311,16.121,6774.162735
PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,ECI-PSE-2021,2021,-295522693.6,1.951941327,353477054.9,0.32003071,57954361.35,18109000000,7.011982276,4309800000,24947100000,1.237481028,8.953971741,8.953971741,,-6023996039,-6953873199,73.08354962,14.54160823,100,,,,1.682987552,15.4,,,,,,2.63,,,75.939,71.094,73.473,,,98.17100019,80.02319432,94.91996753,,,,31.879,23.104,26.56,26.39,41.672,
PYF,French Polynesia,East Asia & Pacific,High income,ECI-PYF-2021,2021,,0.213222667,13114560,0.213222667,13114560,6150640646,2.094788968,2024182679,7708151081,,0.198829632,0.198829632,,,,51.63760842,,100,,0.5824,,43.05963699,7.4,4.525147252,,,,,,,,82.632,76.975,79.486,,,100,82.66456745,,,,,,,,,,100.8802226
QAT,Qatar,Middle East & North Africa,High income,ECI-QAT-2021,2021,1253296703,-0.608353846,-1093406593,0.088960286,159890109.9,179732000000,1.626846725,29923483041,135387000000,2.304465657,22.46602212,22.46602212,11593406593,60339010989,44345054945,92.77915857,29.31378994,100,0.0018,12.1829,,,,57.1394581,,,,,,,,80.937,78.314,79.272,,,99.9828259,96.64887477,,,,,0.28,0.05,0.19,0.14,0.69,3.64
ROU,Romania,Europe & Central Asia,High income,ECI-ROU-2021,2021,-10398707803,4.095991097,11738217410,0.467415045,1339509607,286578000000,5.545709626,51083485141,302777000000,5.052328761,5.610255099,5.610255099,5300529355,-27290809288,-16177203807,86.61334943,19.09225856,100,1.056,19.1771,0.0051,30.11582928,23.6,6.057736774,,,,,3.86,,,76.6,69.2,72.8097561,99,100,99.99999778,82.02704009,,,21.2,20.1,2.088,13.208,5.113,5.59,21.038,4.160416667
RUS,Russian Federation,Europe & Central Asia,High income,ECI-RUS-2021,2021,25432770000,2.194324026,40450000000,3.573996171,65882770000,1843390000000,5.614290376,315569000000,1654910000000,6.69445892,19.41158906,19.41158906,65907705047,193114000000,172794000000,50.1964411,7.129855671,100,5.9312,253.5253,,49.78433608,3.5,17.60284904,,,,,,,,74.51,65.51,69.9002439,100,100,96.96612688,76.13550914,,,11,15.9,4.687,11.347,4.155,4.749,16.22,73.65435
RWA,Rwanda,Sub-Saharan Africa,Low income,ECI-RWA-2021,2021,-211896128.9,1.914271899,211896128.9,9.03e-06,1000,11069280650,10.85796776,1877115861,12796068929,-0.391346748,2.857511328,2.857511328,167837803,-1658693980,-1745970645,54.63831147,11.25028945,48.7,,0.6431,,11.2282124,79.4,0.575600924,8225803187,,,,,,5.72,68.164,63.798,66.072,,,64.45210935,,18.38155918,,,,17.725,15.204,23.288,15.775,23.239,988.6248066
SAU,Saudi Arabia,Middle East & North Africa,High income,ECI-SAU-2021,2021,1561963979,2.6439106,23111903141,2.822593121,24673867121,874156000000,5.07511035,208087000000,800670000000,3.063289889,13.30070015,13.30070015,63194666667,136464000000,72986051068,57.14281356,9.618871032,100,0.289,128.2202,,0.454484135,0.1,24.40134987,,,,,2.97,,,78.771,75.59,76.936,,,98.65327913,,,,,,8.798,4.076,7.107,6.621,19.677,3.75
SDN,Sudan,Sub-Saharan Africa,Low income,ECI-SDN-2021,2021,-468626509.8,1.527540298,522869616.9,0.158468821,54243107.03,34229513775,-1.868520483,3750282655,34102264026,359.0930408,235.5154436,235.5154436,375212619.4,-3877256542,-3606680948,4.127548638,8.774093801,61.8,0.1375,12.9306,,9.73629015,61,2.876537305,15611317636,,,,,,9.32,67.879,62.741,65.267,,,63.88200965,,10.76258198,,,,,,,,,370.7905833
SEN,Senegal,Sub-Saharan Africa,Lower middle income,ECI-SEN-2021,2021,-2536450125,9.404261902,2588126617,0.1877726,51676492.01,27520784130,6.5440011,4172831377,33051578256,2.180322781,1.447306276,1.447306276,483224913.1,-2997981004,-5498031123,69.37599399,18.45154133,68,0.0089,3.2821,,41.69822885,35.4,1.647193489,24818680149,,,,10.55,,7.82,69.284,64.752,67.093,,,85.0712263,26.37587024,22.12774048,37.1,,31.5,,,,,,554.530675
SGP,Singapore,East Asia & Pacific,High income,ECI-SGP-2021,2021,-75901276532,31.62074002,137269000000,14.13646094,61368011016,434112000000,9.690766871,46033928230,275917000000,2.30485959,10.26376671,10.26376671,11017572599,121741000000,157305000000,329.7849788,122.0080747,100,,6.1442,0.041,21.43454039,1.1,12.99487345,,,,,0.37,,,85.5,80.8,83.09268293,98,100,100,100,,,,,4.527,5.49,4.57,4.64,10.049,1.343483333
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,ECI-SLB-2021,2021,-23030117.86,1.83340987,27919072.24,0.321051399,4888954.379,1522794913,2.564349754,404739515.8,1634611661,-0.115437894,-5.504745458,-5.504745458,,-97219120.93,-205803240.8,66.63940727,12.70196829,76.3,,0.1933,,90.11218292,49.1,0.884222342,325278146.1,,,,0.7,,0.74,71.959,68.931,70.348,,,67.44761069,,,,,,,,,,,8.030102991
SLE,Sierra Leone,Sub-Saharan Africa,Low income,ECI-SLE-2021,2021,-212289192.8,2.962775178,212289192.8,,,7165214368,5.896852705,578494495.6,7957033955,11.87395888,7.432958847,7.432958847,27269402.7,-584699998.5,-791819568.4,42.15361569,4.779994336,27.5,,0.5173,,34.84552508,71.1,0.923417853,1386729966,,,,,,1.5,61.354,58.758,60.062,,,64.20441759,9.986945564,17.37642189,,,,,,,,,10.43942532
SLV,El Salvador,Latin America & Caribbean,Upper middle income,ECI-SLV-2021,2021,-373371287.6,2.756049983,800443455,1.470475187,427072167.3,29043140000,11.9047617,5618910000,36095430000,3.466925853,4.142074686,4.142074686,351578000,-7938452592,-7132043365,81.84507598,18.59719982,97.9,0.1865,3.9277,,27.96235521,21.9,1.935345573,17067529700,23560488769,21061402021,2499086749,11.12,,21.19,75.149,66.078,70.748,,98.06999969,98.1944683,,,6.3,24.6,24.7,6.081,3.623,6.169,4.327,9.988,1
SMR,San Marino,Europe & Central Asia,High income,ECI-SMR-2021,2021,-138166049.4,,,,,1855396000,13.89778951,342735037,1370054295,,1.841433178,1.841433178,,208978534.8,289974277.2,342.470174,91.32122413,100,,,,16.66666667,,,,,,,4.19,,,,,,,,100,100,,,,,,,,6.34,,0.845376564
SOM,Somalia,Sub-Saharan Africa,Low income,ECI-SOM-2021,2021,,,,,,9483997404,3.458227929,676471051,13921197411,,7.388600117,7.388600117,111029000,,,79.09323138,,49.3,,0.5115,,9.409969076,95.4,1.867621739,2313140393,,,,,,0.18,57.414,53.246,55.28,,,58.01372821,,25.02135525,,,,,,,,,
SRB,Serbia,Europe & Central Asia,Upper middle income,ECI-SRB-2021,2021,-4328353622,6.953120891,4600176721,0.410857883,271823098.8,66159884073,7.949056505,12414796572,71228722798,4.085102853,5.684049451,5.684049451,1465700820,-7094484883,-5441115648,112.3422983,25.33310377,100,,,,32.38125818,27.2,,37671493348,,,,4.36,,8.87,75.7,70,72.7804878,,,95.67966514,75.04207243,,,20,16.3,8.016,10.258,10.522,9.843,24.53,99.39594167
SSD,South Sudan,Sub-Saharan Africa,Low income,ECI-SSD-2021,2021,,,,,,,,,,10.51671583,,,213222017.5,2357570000,615260000,,51.51057068,7.7,,,,11.32562151,32.4,,,,,,,,,56.472,53.429,54.975,,,41.06566165,,5.6,,,,,,,,,306.3546199
STP,S�o Tom� and Pr�ncipe,Sub-Saharan Africa,Lower middle income,ECI-STP-2021,2021,-58886960.76,11.2509261,59000132.74,0.021581131,113171.9807,524402455.5,1.899298913,,,8.137770384,5.164335886,5.164335886,,-131211363.4,-125888217.8,,19.75734053,78.5,,0.1015,,53.41666667,40.8,1.183991782,249422828,,,,,,0.6,70.419,65.161,67.591,,,77.28513049,36.1882152,57.92330495,,,,,,,,,20.71040152
SUR,Suriname,Latin America & Caribbean,Upper middle income,ECI-SUR-2021,2021,124045349.5,-4.269913027,-132705617.5,-0.278651287,-8660268,3107923198,-2.435385836,,,59.11966263,62.07453346,62.07453346,,865025274.3,423044484.2,,20.39513973,98.8,,0.8134,0.0002,94.60014575,14.5,6.06283258,3280495189,,,,,,14.49,73.551,67.207,70.274,95,98.90000153,97.99112691,55.7762567,72.10922544,,,,,,,,,18.23866667
SVK,Slovak Republic,Europe & Central Asia,High income,ECI-SVK-2021,2021,-1512472095,2.255263758,2719672547,1.00106001,1207200452,120592000000,5.72698854,25062219861,121142000000,3.149606299,2.243931149,2.243931149,2064806055,-1688312099,-653299649.9,181.8574462,18.87727677,100,0.129,7.251,,40.05615641,17.9,8.588283219,,75497474974,68200766080,7296708894,2.52,,,78.2,71.2,74.61463415,,,99.78745843,99.14912807,,0.1,13.7,11.5,3.073,42.755,6.437,6.894,21.202,0.845494139
